PERIODO,SEMEPI,NIVEL,RAMO,LISTDX,CVEDX,TIP_SEXO,GEDAD,DURACI,NDIAS,FREC,TIPCAS,TRABAJADOR
2017,28,99,2,2,127,1,2,2,4,2,1,No IMSS
2017,28,99,2,2,127,1,3,7,7,1,1,IMSS
2017,28,99,2,2,127,1,3,39.142857142857146,274,7,1,No IMSS
2017,28,99,2,2,127,1,4,16.772727272727273,369,22,1,No IMSS
2017,28,99,2,2,127,1,5,28.35483870967742,879,31,1,No IMSS
2017,28,99,2,2,127,1,6,13.4,67,5,1,No IMSS
2017,28,99,2,2,127,1,7,63,63,1,1,No IMSS
2017,28,99,2,2,127,2,2,2.3333333333333335,7,3,1,No IMSS
2017,28,99,2,2,127,2,3,7.4,37,5,1,No IMSS
2017,28,99,2,2,127,2,4,1,1,1,1,IMSS
2017,28,99,2,2,127,2,4,24.9,249,10,1,No IMSS
2017,28,99,2,2,127,2,5,15.1,151,10,1,No IMSS
2017,28,99,2,2,127,2,6,21,42,2,1,No IMSS
2017,28,99,2,2,136,2,2,5.666666666666667,17,3,1,No IMSS
2017,28,99,2,2,136,2,2,7,7,1,1,No IMSS
2017,28,99,2,2,136,2,3,2,2,1,1,IMSS
2017,28,99,2,2,136,2,3,5,20,4,1,No IMSS
2017,30,14,2,2,49,1,3,13.666666666666666,41,3,1,No IMSS
2017,30,14,2,2,49,1,4,35.5,71,2,1,No IMSS
2017,30,14,2,2,49,1,5,32.4,162,5,1,No IMSS
2017,30,14,2,2,49,1,6,43.2,216,5,1,No IMSS
2017,30,14,2,2,49,2,2,2,2,1,1,No IMSS
2017,30,14,2,2,49,2,3,1.3333333333333333,4,3,1,No IMSS
2017,30,14,2,2,49,2,4,5,5,1,1,IMSS
2017,30,14,2,2,49,2,4,5,20,4,1,No IMSS
2017,30,14,2,2,49,2,5,24.333333333333332,73,3,1,No IMSS
2017,30,14,2,2,49,2,6,16,16,1,1,No IMSS
2017,29,14,2,2,127,1,3,20.5,82,4,1,No IMSS
2017,29,14,2,2,127,1,4,10.5,21,2,1,No IMSS
2017,29,14,2,2,127,1,5,4,4,1,1,No IMSS
2017,29,14,2,2,127,1,6,25.5,51,2,1,No IMSS
2017,29,14,2,2,127,2,4,35,35,1,1,No IMSS
2017,29,14,2,2,136,2,2,3,3,1,1,No IMSS
2017,30,14,2,2,IM237,2,5,34,34,1,1,No IMSS
2017,28,99,2,2,49,1,1,1,1,1,1,No IMSS
2017,28,99,2,2,49,1,2,2.5714285714285716,18,7,1,No IMSS
2017,28,99,2,2,49,1,3,16.107142857142858,451,28,1,No IMSS
2017,28,99,2,2,49,1,4,1,1,1,1,IMSS
2017,28,99,2,2,49,1,4,26.266666666666666,2364,90,1,No IMSS
2017,28,99,2,2,49,1,5,3,3,1,1,IMSS
2017,28,99,2,2,49,1,5,34.95959595959596,3461,99,1,No IMSS
2017,28,99,2,2,49,1,6,31.705882352941178,539,17,1,No IMSS
2017,28,99,2,2,49,1,6,70,70,1,1,IMSS
2017,28,99,2,2,49,1,7,7,7,1,1,No IMSS
2017,28,99,2,2,49,2,2,1,1,1,1,IMSS
2017,28,99,2,2,49,2,2,10,70,7,1,No IMSS
2017,28,99,2,2,49,2,3,13.3,266,20,1,No IMSS
2017,28,99,2,2,49,2,4,1,2,2,1,IMSS
2017,28,99,2,2,49,2,4,12.714285714285714,445,35,1,No IMSS
2017,28,99,2,2,49,2,5,17.84,446,25,1,No IMSS
2017,28,99,2,2,49,2,6,12.166666666666666,73,6,1,No IMSS
2017,28,99,2,2,49,2,7,1,1,1,1,No IMSS
2017,29,14,2,2,49,1,2,9,9,1,1,No IMSS
2017,29,14,2,2,49,1,3,2,4,2,1,No IMSS
2017,29,14,2,2,49,1,4,7,35,5,1,No IMSS
2017,29,14,2,2,49,1,5,15.666666666666666,94,6,1,No IMSS
2017,29,14,2,2,49,1,6,26,104,4,1,No IMSS
2017,29,14,2,2,49,2,3,3,3,1,1,No IMSS
2017,29,14,2,2,49,2,4,1,1,1,1,IMSS
2017,29,14,2,2,49,2,5,6.666666666666667,20,3,1,No IMSS
2017,28,99,2,2,IM127,1,2,36,36,1,1,No IMSS
2017,28,99,2,2,IM127,1,3,2,2,1,1,No IMSS
2017,28,99,2,2,IM127,1,5,3,3,1,1,No IMSS
2017,28,99,2,2,IM127,2,5,1,1,1,1,No IMSS
2017,28,99,2,2,IM127,2,6,1,1,1,1,No IMSS
2017,29,99,2,2,127,1,2,1,1,1,1,No IMSS
2017,29,99,2,2,127,1,3,14,126,9,1,No IMSS
2017,29,99,2,2,127,1,4,1,1,1,1,IMSS
2017,29,99,2,2,127,1,4,32.13333333333333,482,15,1,No IMSS
2017,29,99,2,2,127,1,5,1,1,1,1,IMSS
2017,29,99,2,2,127,1,5,16.0625,257,16,1,No IMSS
2017,29,99,2,2,127,1,6,26.555555555555557,239,9,1,No IMSS
2017,29,99,2,2,127,2,2,7,28,4,1,No IMSS
2017,29,99,2,2,127,2,3,1.5,3,2,1,IMSS
2017,29,99,2,2,127,2,3,16.8,84,5,1,No IMSS
2017,29,99,2,2,127,2,4,8,16,2,1,IMSS
2017,29,99,2,2,127,2,4,18,144,8,1,No IMSS
2017,29,99,2,2,127,2,5,25.142857142857142,176,7,1,No IMSS
2017,29,99,2,2,127,2,6,29.5,59,2,1,No IMSS
2017,29,99,2,2,136,2,2,3,3,1,1,No IMSS
2017,29,99,2,2,136,2,3,7,35,5,1,No IMSS
2017,28,99,2,2,IM237,1,3,8.5,17,2,1,No IMSS
2017,28,99,2,2,IM237,1,4,3.5,7,2,1,No IMSS
2017,28,99,2,2,IM237,1,5,10.166666666666666,61,6,1,No IMSS
2017,28,99,2,2,IM237,2,2,19,19,1,1,No IMSS
2017,28,99,2,2,IM237,2,3,3,3,1,1,No IMSS
2017,28,99,2,2,IM237,2,4,10,10,1,1,No IMSS
2017,28,99,2,2,IM237,2,5,7,7,1,1,No IMSS
2017,30,14,1,2,49,1,6,31,31,1,1,No IMSS
2017,30,14,2,2,127,1,4,34.333333333333336,103,3,1,No IMSS
2017,30,14,2,2,127,1,5,15,30,2,1,No IMSS
2017,30,14,2,2,127,2,5,34,34,1,1,No IMSS
2017,29,99,2,2,49,1,1,3,3,1,1,No IMSS
2017,29,99,2,2,49,1,2,5.909090909090909,65,11,1,No IMSS
2017,29,99,2,2,49,1,3,14,322,23,1,No IMSS
2017,29,99,2,2,49,1,3,35.5,71,2,1,No IMSS
2017,29,99,2,2,49,1,3,56,56,1,1,IMSS
2017,29,99,2,2,49,1,4,21.460526315789473,1631,76,1,No IMSS
2017,29,99,2,2,49,1,5,27.257142857142856,2862,105,1,No IMSS
2017,29,99,2,2,49,1,5,29,58,2,1,IMSS
2017,29,99,2,2,49,1,6,25.03030303030303,826,33,1,No IMSS
2017,29,99,2,2,49,1,6,71,71,1,1,IMSS
2017,29,99,2,2,49,1,7,14.666666666666666,44,3,1,No IMSS
2017,29,99,2,2,49,2,2,6.857142857142857,48,7,1,No IMSS
2017,29,99,2,2,49,2,3,1,1,1,1,No IMSS
2017,29,99,2,2,49,2,3,7.9411764705882355,135,17,1,No IMSS
2017,29,99,2,2,49,2,4,3,9,3,1,IMSS
2017,29,99,2,2,49,2,4,16.314285714285713,571,35,1,No IMSS
2017,32,14,2,2,127,1,2,42,42,1,1,No IMSS
2017,32,14,2,2,127,1,3,21,21,1,1,No IMSS
2017,32,14,2,2,127,1,4,26,26,1,1,No IMSS
2017,32,14,2,2,127,1,5,32.666666666666664,98,3,1,No IMSS
2017,32,14,2,2,127,2,2,7,14,2,1,No IMSS
2017,32,14,2,2,127,2,5,5,5,1,1,No IMSS
2017,32,14,2,2,136,2,2,10,10,1,1,IMSS
2017,32,14,2,2,136,2,3,7,7,1,1,No IMSS
2017,32,14,2,2,49,1,4,9.333333333333334,112,12,1,No IMSS
2017,32,14,2,2,49,1,5,24.714285714285715,173,7,1,No IMSS
2017,32,14,2,2,49,1,6,2,2,1,1,No IMSS
2017,32,14,2,2,49,2,3,2,4,2,1,No IMSS
2017,32,14,2,2,49,2,4,4,4,1,1,No IMSS
2017,32,14,2,2,49,2,5,47,47,1,1,No IMSS
2017,32,14,2,2,IM127,2,3,1,1,1,1,No IMSS
2017,31,99,2,2,127,1,1,2,2,1,1,No IMSS
2017,31,99,2,2,127,1,2,7.1,71,10,1,No IMSS
2017,31,99,2,2,127,1,3,12.333333333333334,148,12,1,No IMSS
2017,31,99,2,2,127,1,4,25.055555555555557,451,18,1,No IMSS
2017,31,99,2,2,127,1,5,21.583333333333332,518,24,1,No IMSS
2017,31,99,2,2,127,1,5,31,31,1,1,IMSS
2017,31,99,2,2,127,1,6,21,63,3,1,No IMSS
2017,31,99,2,2,127,2,3,11.875,95,8,1,No IMSS
2017,31,99,2,2,127,2,4,3,3,1,1,IMSS
2017,31,99,2,2,127,2,4,11.333333333333334,68,6,1,No IMSS
2017,31,99,2,2,127,2,5,1,1,1,1,IMSS
2017,31,99,2,2,127,2,5,17.9,179,10,1,No IMSS
2017,31,99,2,2,127,2,6,3,3,1,1,No IMSS
2017,32,99,1,2,49,1,4,56,56,1,1,No IMSS
2017,32,99,1,2,49,1,5,4,4,1,1,No IMSS
2017,32,99,1,2,49,2,4,18,18,1,1,No IMSS
2017,32,99,2,2,49,1,2,9.923076923076923,129,13,1,No IMSS
2017,32,99,2,2,49,1,3,16.48,412,25,1,No IMSS
2017,32,99,2,2,49,1,3,25.5,51,2,1,IMSS
2017,32,99,2,2,49,1,4,15.918367346938776,1560,98,1,No IMSS
2017,32,99,2,2,49,1,4,26.5,53,2,1,No IMSS
2017,32,99,2,2,49,1,5,23.126126126126128,2567,111,1,No IMSS
2017,32,99,2,2,49,1,6,16.12,403,25,1,No IMSS
2017,32,99,2,2,49,2,2,5.75,46,8,1,No IMSS
2017,32,99,2,2,49,2,3,2,2,1,1,IMSS
2017,32,99,2,2,49,2,3,13.3125,213,16,1,No IMSS
2017,32,99,2,2,49,2,4,12.305555555555555,443,36,1,No IMSS
2017,32,99,2,2,49,2,5,9,27,3,1,IMSS
2017,32,99,2,2,49,2,5,13.282051282051283,518,39,1,No IMSS
2017,32,99,2,2,49,2,6,6.333333333333333,19,3,1,No IMSS
2017,31,99,2,2,49,1,2,9.428571428571429,66,7,1,No IMSS
2017,31,99,2,2,49,1,3,1,1,1,1,IMSS
2017,31,99,2,2,49,1,3,13,533,41,1,No IMSS
2017,31,99,2,2,49,1,4,24.60952380952381,2584,105,1,No IMSS
2017,31,99,2,2,49,1,4,26.5,53,2,1,IMSS
2017,31,99,2,2,49,1,4,55,55,1,1,No IMSS
2017,31,99,2,2,49,1,5,15.333333333333334,46,3,1,IMSS
2017,31,99,2,2,49,1,5,22.598130841121495,2418,107,1,No IMSS
2017,31,99,2,2,49,1,6,26.944444444444443,485,18,1,No IMSS
2017,31,99,2,2,49,1,7,28,28,1,1,No IMSS
2017,31,99,2,2,49,2,2,19.5,78,4,1,No IMSS
2017,31,99,2,2,49,2,3,9.714285714285714,136,14,1,No IMSS
2017,31,99,2,2,49,2,4,10.838709677419354,336,31,1,No IMSS
2017,31,99,2,2,49,2,4,29.5,59,2,1,IMSS
2017,31,99,2,2,49,2,5,3,3,1,1,No IMSS
2017,31,99,2,2,49,2,5,16.08823529411765,547,34,1,No IMSS
2017,31,99,2,2,49,2,5,22,44,2,1,IMSS
2017,31,99,2,2,49,2,6,16.4,82,5,1,No IMSS
2017,32,99,2,2,IM127,2,3,1,2,2,1,No IMSS
2017,32,99,2,2,IM127,2,4,3,6,2,1,No IMSS
2017,31,99,2,2,IM127,1,5,2,2,1,1,No IMSS
2017,31,99,2,2,IM127,2,4,2,2,1,1,No IMSS
2017,32,99,2,2,127,1,2,18.88888888888889,170,9,1,No IMSS
2017,32,99,2,2,127,1,3,16,96,6,1,No IMSS
2017,32,99,2,2,127,1,4,1,1,1,1,IMSS
2017,32,99,2,2,127,1,4,20.8,520,25,1,No IMSS
2017,32,99,2,2,127,1,5,29.65,593,20,1,No IMSS
2017,32,99,2,2,127,1,6,27.2,136,5,1,No IMSS
2017,32,99,2,2,127,2,2,7,14,2,1,No IMSS
2017,32,99,2,2,127,2,3,26.75,107,4,1,No IMSS
2017,32,99,2,2,127,2,4,9.153846153846153,119,13,1,No IMSS
2017,32,99,2,2,127,2,5,25.857142857142858,181,7,1,No IMSS
2017,32,99,2,2,127,2,6,26,52,2,1,No IMSS
2017,32,99,2,2,136,2,2,3,6,2,1,No IMSS
2017,32,99,2,2,136,2,2,10,10,1,1,IMSS
2017,32,99,2,2,136,2,3,3,9,3,1,No IMSS
2017,32,99,2,2,136,2,3,15,15,1,1,IMSS
2017,32,99,2,2,IM237,1,2,21,21,1,1,No IMSS
2017,32,99,2,2,IM237,1,3,4,4,1,1,No IMSS
2017,32,99,2,2,IM237,1,4,2.5,5,2,1,No IMSS
2017,32,99,2,2,IM237,1,5,26.5,106,4,1,No IMSS
2017,31,99,2,2,IM237,1,3,9.75,39,4,1,No IMSS
2017,31,99,2,2,IM237,1,4,23.666666666666668,71,3,1,No IMSS
2017,31,99,2,2,IM237,1,5,8.5,34,4,1,No IMSS
2017,31,99,2,2,IM237,2,4,8,8,1,1,No IMSS
2017,33,14,2,2,127,1,2,28,28,1,1,No IMSS
2017,33,14,2,2,127,1,3,3,3,1,1,No IMSS
2017,33,14,2,2,127,1,4,18,54,3,1,No IMSS
2017,33,14,2,2,127,1,5,34,68,2,1,No IMSS
2017,33,14,2,2,127,2,3,14,14,1,1,No IMSS
2017,33,14,2,2,127,2,4,3,3,1,1,No IMSS
2017,33,14,2,2,127,2,5,26,52,2,1,No IMSS
2017,33,14,2,2,127,2,5,43,43,1,1,IMSS
2017,33,14,2,2,49,1,3,31,31,1,1,No IMSS
2017,33,14,2,2,49,1,4,17.857142857142858,125,7,1,No IMSS
2017,33,14,2,2,49,1,5,26.5,212,8,1,No IMSS
2017,33,14,2,2,49,2,1,8,8,1,1,No IMSS
2017,33,14,2,2,49,2,3,8.5,17,2,1,No IMSS
2017,33,14,2,2,49,2,4,10.333333333333334,31,3,1,No IMSS
2017,33,14,2,2,49,2,5,3.5,7,2,1,No IMSS
2017,33,99,2,2,127,1,2,11.5,46,4,1,No IMSS
2017,33,99,2,2,127,1,3,31.23076923076923,406,13,1,No IMSS
2017,33,99,2,2,127,1,4,23.46153846153846,610,26,1,No IMSS
2017,33,99,2,2,127,1,5,24.523809523809526,515,21,1,No IMSS
2017,33,99,2,2,127,1,6,31.2,156,5,1,No IMSS
2017,33,99,2,2,127,2,2,16,96,6,1,No IMSS
2017,33,99,2,2,127,2,3,11.571428571428571,81,7,1,No IMSS
2017,33,99,2,2,127,2,4,13.307692307692308,173,13,1,No IMSS
2017,33,99,2,2,127,2,5,22.75,182,8,1,No IMSS
2017,33,99,2,2,127,2,5,26.5,53,2,1,IMSS
2017,33,99,2,2,127,2,6,2,2,1,1,No IMSS
2017,33,99,2,2,136,2,2,1,1,1,1,No IMSS
2017,33,99,2,2,136,2,3,3.5,7,2,1,No IMSS
2017,33,99,2,2,136,2,3,7,7,1,1,IMSS
2017,33,99,2,2,136,2,4,3,3,1,1,No IMSS
2017,33,99,2,2,49,1,2,8,8,1,1,IMSS
2017,33,99,2,2,49,1,2,14.777777777777779,133,9,1,No IMSS
2017,33,99,2,2,49,1,3,2,2,1,1,IMSS
2017,33,99,2,2,49,1,3,11.763157894736842,447,38,1,No IMSS
2017,33,99,2,2,49,1,4,18.09278350515464,1755,97,1,No IMSS
2017,33,99,2,2,49,1,4,26,26,1,1,IMSS
2017,33,99,2,2,49,1,5,13.666666666666666,41,3,1,IMSS
2017,33,99,2,2,49,1,5,18.972477064220183,2068,109,1,No IMSS
2017,33,99,2,2,49,1,6,18.41176470588235,313,17,1,No IMSS
2017,33,99,2,2,49,1,6,42,42,1,1,IMSS
2017,33,99,2,2,49,1,7,5,5,1,1,No IMSS
2017,33,99,2,2,49,2,1,8,8,1,1,No IMSS
2017,33,99,2,2,49,2,2,16,128,8,1,No IMSS
2017,33,99,2,2,49,2,3,13.565217391304348,312,23,1,No IMSS
2017,33,99,2,2,49,2,4,2,2,1,1,IMSS
2017,33,99,2,2,49,2,4,7.538461538461538,294,39,1,No IMSS
2017,33,99,2,2,49,2,5,6.5,13,2,1,IMSS
2017,33,99,2,2,49,2,5,19.794117647058822,673,34,1,No IMSS
2017,33,99,2,2,49,2,5,28,28,1,1,No IMSS
2017,33,99,2,2,49,2,6,11,88,8,1,No IMSS
2017,34,14,2,2,127,1,2,4,4,1,1,No IMSS
2017,34,14,2,2,127,1,5,19,38,2,1,No IMSS
2017,34,14,2,2,127,2,2,34,34,1,1,No IMSS
2017,34,14,2,2,127,2,5,14,14,1,1,No IMSS
2017,34,14,2,2,49,1,3,2,2,1,1,No IMSS
2017,34,14,2,2,49,1,4,22.25,178,8,1,No IMSS
2017,34,14,2,2,49,1,5,21,84,4,1,No IMSS
2017,34,14,2,2,49,1,6,29,29,1,1,No IMSS
2017,34,14,2,2,49,2,2,3,3,1,1,No IMSS
2017,34,14,2,2,49,2,4,22,44,2,1,No IMSS
2017,34,14,2,2,49,2,5,24.4,122,5,1,No IMSS
2017,34,14,2,2,49,2,6,3,3,1,1,No IMSS
2017,33,99,2,2,IM127,1,5,1,1,1,1,No IMSS
2017,33,99,2,2,IM127,2,2,1,1,1,1,No IMSS
2017,33,99,2,2,IM127,2,4,2,2,1,1,No IMSS
2017,33,99,2,2,IM127,2,5,1,1,1,1,No IMSS
